Unnamed: 0,Parametros CH1,Valores CH1,Tiempo CH1,Voltaje CH1,Parametros CH2,Valores CH2,Tiempo CH2,Voltaje CH2
460,,,-9.9e-05,16000.0,,,-9.9e-05,0.1
461,,,-9.89e-05,15800.0,,,-9.89e-05,0.12
462,,,-9.88e-05,16000.0,,,-9.88e-05,0.14
463,,,-9.87e-05,15800.0,,,-9.87e-05,0.14
464,,,-9.86e-05,15800.0,,,-9.86e-05,0.12
465,,,-9.85e-05,16200.0,,,-9.85e-05,0.12
466,,,-9.84e-05,15800.0,,,-9.84e-05,0.14
467,,,-9.83e-05,15800.0,,,-9.83e-05,0.16
468,,,-9.82e-05,16000.0,,,-9.82e-05,0.18
469,,,-9.81e-05,16200.0,,,-9.81e-05,0.16
470,,,-9.8e-05,16000.0,,,-9.8e-05,0.14
471,,,-9.79e-05,16000.0,,,-9.79e-05,0.16
472,,,-9.78e-05,16000.0,,,-9.78e-05,0.14
473,,,-9.77e-05,15800.0,,,-9.77e-05,0.14
474,,,-9.76e-05,16000.0,,,-9.76e-05,0.12
475,,,-9.75e-05,16000.0,,,-9.75e-05,0.12
476,,,-9.74e-05,16000.0,,,-9.74e-05,0.14
477,,,-9.73e-05,16000.0,,,-9.73e-05,0.16
478,,,-9.72e-05,16000.0,,,-9.72e-05,0.14
479,,,-9.71e-05,16000.0,,,-9.71e-05,0.14
480,,,-9.7e-05,16000.0,,,-9.7e-05,0.16
481,,,-9.69e-05,16200.0,,,-9.69e-05,0.16
482,,,-9.68e-05,16200.0,,,-9.68e-05,0.14
483,,,-9.67e-05,16200.0,,,-9.67e-05,0.14
484,,,-9.66e-05,16200.0,,,-9.66e-05,0.12
485,,,-9.65e-05,16200.0,,,-9.65e-05,0.14
486,,,-9.64e-05,16400.0,,,-9.64e-05,0.12
487,,,-9.63e-05,16200.0,,,-9.63e-05,0.14
488,,,-9.62e-05,16200.0,,,-9.62e-05,0.14
489,,,-9.61e-05,16200.0,,,-9.61e-05,0.12
490,,,-9.6e-05,16200.0,,,-9.6e-05,0.14
491,,,-9.59e-05,16200.0,,,-9.59e-05,0.14
492,,,-9.58e-05,16400.0,,,-9.58e-05,0.16
493,,,-9.57e-05,16200.0,,,-9.57e-05,0.14
494,,,-9.56e-05,16200.0,,,-9.56e-05,0.12
495,,,-9.55e-05,16200.0,,,-9.55e-05,0.12
496,,,-9.54e-05,16200.0,,,-9.54e-05,0.16
497,,,-9.53e-05,16000.0,,,-9.53e-05,0.12
498,,,-9.52e-05,16200.0,,,-9.52e-05,0.14
499,,,-9.51e-05,16200.0,,,-9.51e-05,0.58
500,,,-9.5e-05,16200.0,,,-9.5e-05,0.42
501,,,-9.49e-05,16200.0,,,-9.49e-05,0.24
502,,,-9.48e-05,16200.0,,,-9.48e-05,0.14
503,,,-9.47e-05,16400.0,,,-9.47e-05,0.14
504,,,-9.46e-05,16400.0,,,-9.46e-05,0.12
505,,,-9.45e-05,16200.0,,,-9.45e-05,0.38
506,,,-9.44e-05,16200.0,,,-9.44e-05,0.22
507,,,-9.43e-05,16000.0,,,-9.43e-05,0.16
508,,,-9.42e-05,16400.0,,,-9.42e-05,0.12
509,,,-9.41e-05,16200.0,,,-9.41e-05,0.1
510,,,-9.4e-05,16600.0,,,-9.4e-05,0.12
511,,,-9.39e-05,16200.0,,,-9.39e-05,0.14
512,,,-9.38e-05,16400.0,,,-9.38e-05,0.14
513,,,-9.37e-05,16200.0,,,-9.37e-05,0.1
514,,,-9.36e-05,16200.0,,,-9.36e-05,0.12
515,,,-9.35e-05,16400.0,,,-9.35e-05,0.12
516,,,-9.34e-05,16200.0,,,-9.34e-05,0.12
517,,,-9.33e-05,16200.0,,,-9.33e-05,0.12
518,,,-9.32e-05,16200.0,,,-9.32e-05,0.1
519,,,-9.31e-05,16200.0,,,-9.31e-05,0.1
520,,,-9.3e-05,16200.0,,,-9.3e-05,0.12
521,,,-9.29e-05,16400.0,,,-9.29e-05,0.14
522,,,-9.28e-05,16400.0,,,-9.28e-05,0.12
523,,,-9.27e-05,16400.0,,,-9.27e-05,0.12
524,,,-9.26e-05,16400.0,,,-9.26e-05,0.12
525,,,-9.25e-05,16600.0,,,-9.25e-05,0.1
526,,,-9.24e-05,16400.0,,,-9.24e-05,0.14
527,,,-9.23e-05,16200.0,,,-9.23e-05,0.12
528,,,-9.22e-05,16200.0,,,-9.22e-05,0.14
529,,,-9.21e-05,16400.0,,,-9.21e-05,0.14
530,,,-9.2e-05,16400.0,,,-9.2e-05,0.14
531,,,-9.19e-05,16200.0,,,-9.19e-05,0.12
532,,,-9.18e-05,16400.0,,,-9.18e-05,0.12
533,,,-9.17e-05,16400.0,,,-9.17e-05,0.14
534,,,-9.16e-05,16400.0,,,-9.16e-05,0.12
535,,,-9.15e-05,16400.0,,,-9.15e-05,0.12
536,,,-9.14e-05,16400.0,,,-9.14e-05,0.12
537,,,-9.13e-05,16400.0,,,-9.13e-05,0.12
538,,,-9.12e-05,16400.0,,,-9.12e-05,0.12
539,,,-9.11e-05,16200.0,,,-9.11e-05,0.12
540,,,-9.1e-05,16200.0,,,-9.1e-05,0.14
541,,,-9.09e-05,16200.0,,,-9.09e-05,0.14
542,,,-9.08e-05,16400.0,,,-9.08e-05,0.12
543,,,-9.07e-05,16600.0,,,-9.07e-05,0.1
544,,,-9.06e-05,16400.0,,,-9.06e-05,0.1
545,,,-9.05e-05,16400.0,,,-9.05e-05,0.1
546,,,-9.04e-05,16400.0,,,-9.04e-05,0.12
547,,,-9.03e-05,16400.0,,,-9.03e-05,0.12
548,,,-9.02e-05,16600.0,,,-9.02e-05,0.12
549,,,-9.01e-05,16400.0,,,-9.01e-05,0.12
550,,,-9e-05,16400.0,,,-9e-05,0.12
551,,,-8.99e-05,16200.0,,,-8.99e-05,0.1
552,,,-8.98e-05,16400.0,,,-8.98e-05,0.12
553,,,-8.970000000000001e-05,16400.0,,,-8.970000000000001e-05,0.12
554,,,-8.960000000000001e-05,16400.0,,,-8.960000000000001e-05,0.12
555,,,-8.950000000000001e-05,15600.0,,,-8.950000000000001e-05,0.12
556,,,-8.94e-05,16000.0,,,-8.94e-05,0.12
557,,,-8.93e-05,15800.0,,,-8.93e-05,0.08
558,,,-8.92e-05,16200.0,,,-8.92e-05,0.12
559,,,-8.91e-05,16200.0,,,-8.91e-05,0.1
560,,,-8.9e-05,16200.0,,,-8.9e-05,0.08
561,,,-8.89e-05,16200.0,,,-8.89e-05,0.12
562,,,-8.88e-05,16200.0,,,-8.88e-05,0.14
563,,,-8.87e-05,16200.0,,,-8.87e-05,0.1
564,,,-8.860000000000001e-05,16200.0,,,-8.860000000000001e-05,0.12
565,,,-8.850000000000001e-05,16200.0,,,-8.850000000000001e-05,0.1
566,,,-8.840000000000001e-05,16200.0,,,-8.840000000000001e-05,0.12
567,,,-8.83e-05,16400.0,,,-8.83e-05,0.12
568,,,-8.82e-05,16400.0,,,-8.82e-05,0.1
569,,,-8.81e-05,16200.0,,,-8.81e-05,0.1
570,,,-8.8e-05,16000.0,,,-8.8e-05,0.1
571,,,-8.79e-05,16000.0,,,-8.79e-05,0.1
572,,,-8.78e-05,16000.0,,,-8.78e-05,0.12
573,,,-8.77e-05,16200.0,,,-8.77e-05,0.12
574,,,-8.76e-05,16200.0,,,-8.76e-05,0.12
575,,,-8.750000000000001e-05,16000.0,,,-8.750000000000001e-05,0.1
576,,,-8.740000000000001e-05,16000.0,,,-8.740000000000001e-05,0.12
577,,,-8.730000000000001e-05,16200.0,,,-8.730000000000001e-05,0.1
578,,,-8.72e-05,16200.0,,,-8.72e-05,0.1
579,,,-8.71e-05,16000.0,,,-8.71e-05,0.12
580,,,-8.7e-05,16200.0,,,-8.7e-05,0.1
581,,,-8.69e-05,16200.0,,,-8.69e-05,0.1
582,,,-8.68e-05,16200.0,,,-8.68e-05,0.12
583,,,-8.67e-05,16200.0,,,-8.67e-05,0.1
584,,,-8.66e-05,16200.0,,,-8.66e-05,0.12
585,,,-8.65e-05,16200.0,,,-8.65e-05,0.08
586,,,-8.640000000000001e-05,16000.0,,,-8.640000000000001e-05,0.1
587,,,-8.630000000000001e-05,16000.0,,,-8.630000000000001e-05,0.1
588,,,-8.620000000000001e-05,16000.0,,,-8.620000000000001e-05,0.08
589,,,-8.61e-05,16000.0,,,-8.61e-05,0.08
590,,,-8.6e-05,15800.0,,,-8.6e-05,0.1
591,,,-8.59e-05,16000.0,,,-8.59e-05,0.1
592,,,-8.58e-05,16000.0,,,-8.58e-05,0.12
593,,,-8.57e-05,16000.0,,,-8.57e-05,0.1
594,,,-8.56e-05,16000.0,,,-8.56e-05,0.08
595,,,-8.55e-05,16000.0,,,-8.55e-05,0.08
596,,,-8.54e-05,15800.0,,,-8.54e-05,0.06
597,,,-8.530000000000001e-05,15800.0,,,-8.530000000000001e-05,0.12
598,,,-8.520000000000001e-05,16000.0,,,-8.520000000000001e-05,0.1
599,,,-8.510000000000001e-05,16000.0,,,-8.510000000000001e-05,0.1
600,,,-8.5e-05,16000.0,,,-8.5e-05,0.1
601,,,-8.49e-05,16000.0,,,-8.49e-05,0.08
602,,,-8.48e-05,16000.0,,,-8.48e-05,0.1
603,,,-8.47e-05,16200.0,,,-8.47e-05,0.1
604,,,-8.46e-05,15800.0,,,-8.46e-05,0.08
605,,,-8.45e-05,15800.0,,,-8.45e-05,0.08
606,,,-8.44e-05,15800.0,,,-8.44e-05,0.1
607,,,-8.43e-05,15800.0,,,-8.43e-05,0.1
608,,,-8.42e-05,15800.0,,,-8.42e-05,0.08
609,,,-8.410000000000001e-05,15800.0,,,-8.410000000000001e-05,0.08
610,,,-8.400000000000001e-05,16000.0,,,-8.400000000000001e-05,0.08
611,,,-8.39e-05,15800.0,,,-8.39e-05,0.08
612,,,-8.38e-05,15400.0,,,-8.38e-05,0.08
613,,,-8.37e-05,15600.0,,,-8.37e-05,0.1
614,,,-8.36e-05,15600.0,,,-8.36e-05,0.08
615,,,-8.350000000000001e-05,15600.0,,,-8.350000000000001e-05,0.08
616,,,-8.340000000000001e-05,15800.0,,,-8.340000000000001e-05,0.1
617,,,-8.33e-05,15600.0,,,-8.33e-05,0.06
618,,,-8.32e-05,15600.0,,,-8.32e-05,0.08
619,,,-8.31e-05,15600.0,,,-8.31e-05,0.08
620,,,-8.3e-05,15600.0,,,-8.3e-05,0.08
621,,,-8.290000000000001e-05,15600.0,,,-8.290000000000001e-05,0.08
622,,,-8.280000000000001e-05,15800.0,,,-8.280000000000001e-05,0.08
623,,,-8.27e-05,15800.0,,,-8.27e-05,0.08
624,,,-8.26e-05,15600.0,,,-8.26e-05,0.08
625,,,-8.25e-05,15600.0,,,-8.25e-05,0.08
626,,,-8.24e-05,15400.0,,,-8.24e-05,0.08
627,,,-8.230000000000001e-05,15600.0,,,-8.230000000000001e-05,0.1
628,,,-8.22e-05,15600.0,,,-8.22e-05,0.08
629,,,-8.21e-05,15600.0,,,-8.21e-05,0.08
630,,,-8.2e-05,15200.0,,,-8.2e-05,0.1
631,,,-8.19e-05,15600.0,,,-8.19e-05,0.06
632,,,-8.180000000000001e-05,15600.0,,,-8.180000000000001e-05,0.06
633,,,-8.170000000000001e-05,15600.0,,,-8.170000000000001e-05,0.08
634,,,-8.16e-05,15600.0,,,-8.16e-05,0.06
635,,,-8.15e-05,15600.0,,,-8.15e-05,0.06
636,,,-8.14e-05,15400.0,,,-8.14e-05,0.06
637,,,-8.13e-05,15400.0,,,-8.13e-05,0.06
638,,,-8.120000000000001e-05,15000.0,,,-8.120000000000001e-05,0.06
639,,,-8.11e-05,15200.0,,,-8.11e-05,0.06
640,,,-8.1e-05,15200.0,,,-8.1e-05,0.06
641,,,-8.09e-05,15400.0,,,-8.09e-05,0.08
642,,,-8.08e-05,15400.0,,,-8.08e-05,0.06
643,,,-8.070000000000001e-05,15400.0,,,-8.070000000000001e-05,0.04
644,,,-8.060000000000001e-05,15400.0,,,-8.060000000000001e-05,0.06
645,,,-8.05e-05,15200.0,,,-8.05e-05,0.08
646,,,-8.04e-05,15400.0,,,-8.04e-05,0.06
647,,,-8.03e-05,15200.0,,,-8.03e-05,0.06
648,,,-8.02e-05,15400.0,,,-8.02e-05,0.04
649,,,-8.010000000000001e-05,15400.0,,,-8.010000000000001e-05,0.06
650,,,-8e-05,15200.0,,,-8e-05,0.04
651,,,-7.99e-05,15200.0,,,-7.99e-05,0.06
652,,,-7.98e-05,15200.0,,,-7.98e-05,0.06
653,,,-7.97e-05,15200.0,,,-7.97e-05,0.06
654,,,-7.960000000000001e-05,14600.0,,,-7.960000000000001e-05,0.08
655,,,-7.950000000000001e-05,15000.0,,,-7.950000000000001e-05,0.04
656,,,-7.94e-05,14800.0,,,-7.94e-05,0.04
657,,,-7.93e-05,15000.0,,,-7.93e-05,0.04
658,,,-7.92e-05,14800.0,,,-7.92e-05,0.06
659,,,-7.91e-05,15000.0,,,-7.91e-05,0.04
660,,,-7.900000000000001e-05,14800.0,,,-7.900000000000001e-05,0.04
661,,,-7.890000000000001e-05,15000.0,,,-7.890000000000001e-05,0.04
662,,,-7.88e-05,15000.0,,,-7.88e-05,0.06
663,,,-7.87e-05,15000.0,,,-7.87e-05,0.06
664,,,-7.86e-05,14800.0,,,-7.86e-05,0.06
665,,,-7.85e-05,15000.0,,,-7.85e-05,0.04
666,,,-7.840000000000001e-05,15000.0,,,-7.840000000000001e-05,0.04
667,,,-7.83e-05,15000.0,,,-7.83e-05,0.04
668,,,-7.82e-05,15000.0,,,-7.82e-05,0.06
669,,,-7.81e-05,14800.0,,,-7.81e-05,0.06
670,,,-7.8e-05,14600.0,,,-7.8e-05,0.06
671,,,-7.790000000000001e-05,14800.0,,,-7.790000000000001e-05,0.02
672,,,-7.780000000000001e-05,14600.0,,,-7.780000000000001e-05,0.04
673,,,-7.77e-05,14800.0,,,-7.77e-05,0.02
674,,,-7.76e-05,14600.0,,,-7.76e-05,0.04
675,,,-7.75e-05,14600.0,,,-7.75e-05,0.04
676,,,-7.74e-05,14800.0,,,-7.74e-05,0.02
677,,,-7.730000000000001e-05,14600.0,,,-7.730000000000001e-05,0.02
678,,,-7.72e-05,14800.0,,,-7.72e-05,0.02
679,,,-7.71e-05,14600.0,,,-7.71e-05,0.06
680,,,-7.7e-05,14600.0,,,-7.7e-05,0.02
681,,,-7.69e-05,14400.0,,,-7.69e-05,0.06
682,,,-7.680000000000001e-05,14600.0,,,-7.680000000000001e-05,0.02
683,,,-7.670000000000001e-05,14600.0,,,-7.670000000000001e-05,0.06
684,,,-7.66e-05,14600.0,,,-7.66e-05,0.04
685,,,-7.65e-05,14400.0,,,-7.65e-05,0.04
686,,,-7.64e-05,14400.0,,,-7.64e-05,0.04
687,,,-7.63e-05,14400.0,,,-7.63e-05,0.04
688,,,-7.620000000000001e-05,14200.0,,,-7.620000000000001e-05,0.04
689,,,-7.61e-05,14200.0,,,-7.61e-05,0.02
690,,,-7.6e-05,14400.0,,,-7.6e-05,0.04
691,,,-7.59e-05,14200.0,,,-7.59e-05,0.04
692,,,-7.58e-05,14400.0,,,-7.58e-05,0.02
693,,,-7.570000000000001e-05,14200.0,,,-7.570000000000001e-05,0.02
694,,,-7.560000000000001e-05,14200.0,,,-7.560000000000001e-05,0.02
695,,,-7.55e-05,14200.0,,,-7.55e-05,0.04
696,,,-7.54e-05,14400.0,,,-7.54e-05,0.04
697,,,-7.53e-05,14200.0,,,-7.53e-05,0.02
698,,,-7.52e-05,14200.0,,,-7.52e-05,0.02
699,,,-7.510000000000001e-05,14000.0,,,-7.510000000000001e-05,0.04
700,,,-7.500000000000001e-05,14200.0,,,-7.500000000000001e-05,0.04
701,,,-7.49e-05,14200.0,,,-7.49e-05,0.02
702,,,-7.48e-05,14200.0,,,-7.48e-05,0.02
703,,,-7.47e-05,14000.0,,,-7.47e-05,0.02
704,,,-7.46e-05,14000.0,,,-7.46e-05,0.04
705,,,-7.450000000000001e-05,13800.0,,,-7.450000000000001e-05,0.02
706,,,-7.44e-05,14000.0,,,-7.44e-05,0.02
707,,,-7.43e-05,14000.0,,,-7.43e-05,0.02
708,,,-7.42e-05,13800.0,,,-7.42e-05,0.04
709,,,-7.41e-05,13800.0,,,-7.41e-05,0.04
710,,,-7.400000000000001e-05,13800.0,,,-7.400000000000001e-05,0.02
711,,,-7.390000000000001e-05,13800.0,,,-7.390000000000001e-05,0.02
712,,,-7.38e-05,13600.0,,,-7.38e-05,0.04
713,,,-7.37e-05,13600.0,,,-7.37e-05,0.02
714,,,-7.36e-05,13800.0,,,-7.36e-05,0.0
715,,,-7.35e-05,13600.0,,,-7.35e-05,0.0
716,,,-7.340000000000001e-05,13400.0,,,-7.340000000000001e-05,0.02
717,,,-7.33e-05,13800.0,,,-7.33e-05,0.02
718,,,-7.32e-05,13600.0,,,-7.32e-05,0.02
719,,,-7.31e-05,13800.0,,,-7.31e-05,0.0
720,,,-7.3e-05,13600.0,,,-7.3e-05,0.02
721,,,-7.290000000000001e-05,13400.0,,,-7.290000000000001e-05,0.0
722,,,-7.280000000000001e-05,13600.0,,,-7.280000000000001e-05,0.02
723,,,-7.27e-05,13600.0,,,-7.27e-05,0.0
724,,,-7.26e-05,13400.0,,,-7.26e-05,0.02
725,,,-7.25e-05,13400.0,,,-7.25e-05,0.02
726,,,-7.24e-05,13400.0,,,-7.24e-05,0.0
727,,,-7.230000000000001e-05,13400.0,,,-7.230000000000001e-05,0.0
728,,,-7.22e-05,13400.0,,,-7.22e-05,-0.02
729,,,-7.21e-05,13000.0,,,-7.21e-05,0.0
730,,,-7.2e-05,13400.0,,,-7.2e-05,0.0
731,,,-7.19e-05,13400.0,,,-7.19e-05,0.02
732,,,-7.180000000000001e-05,13200.0,,,-7.180000000000001e-05,0.0
733,,,-7.170000000000001e-05,13400.0,,,-7.170000000000001e-05,0.0
734,,,-7.16e-05,13400.0,,,-7.16e-05,0.0
735,,,-7.15e-05,13400.0,,,-7.15e-05,0.0
736,,,-7.14e-05,13000.0,,,-7.14e-05,0.0
737,,,-7.13e-05,13000.0,,,-7.13e-05,-0.02
738,,,-7.120000000000001e-05,13000.0,,,-7.120000000000001e-05,0.02
739,,,-7.110000000000001e-05,13000.0,,,-7.110000000000001e-05,-0.02
740,,,-7.1e-05,13200.0,,,-7.1e-05,0.0
741,,,-7.09e-05,13000.0,,,-7.09e-05,-0.02
742,,,-7.08e-05,12800.0,,,-7.08e-05,0.0
743,,,-7.070000000000001e-05,13000.0,,,-7.070000000000001e-05,0.0
744,,,-7.060000000000001e-05,12800.0,,,-7.060000000000001e-05,-0.02
745,,,-7.05e-05,13000.0,,,-7.05e-05,-0.02
746,,,-7.04e-05,12800.0,,,-7.04e-05,0.02
747,,,-7.03e-05,12800.0,,,-7.03e-05,-0.04
748,,,-7.02e-05,12800.0,,,-7.02e-05,-0.02
749,,,-7.010000000000001e-05,12800.0,,,-7.010000000000001e-05,0.0
750,,,-7.000000000000001e-05,12600.0,,,-7.000000000000001e-05,0.0
751,,,-6.99e-05,12800.0,,,-6.99e-05,-0.02
752,,,-6.98e-05,12800.0,,,-6.98e-05,-0.02
753,,,-6.97e-05,12400.0,,,-6.97e-05,-0.04
754,,,-6.96e-05,12600.0,,,-6.96e-05,-0.02
755,,,-6.950000000000001e-05,12600.0,,,-6.950000000000001e-05,-0.02
756,,,-6.94e-05,12600.0,,,-6.94e-05,-0.04
757,,,-6.93e-05,12600.0,,,-6.93e-05,-0.02
758,,,-6.92e-05,12600.0,,,-6.92e-05,-0.02
759,,,-6.91e-05,12400.0,,,-6.91e-05,-0.04
760,,,-6.900000000000001e-05,12400.0,,,-6.900000000000001e-05,-0.04
761,,,-6.890000000000001e-05,12400.0,,,-6.890000000000001e-05,-0.04
762,,,-6.88e-05,12200.0,,,-6.88e-05,-0.02
763,,,-6.87e-05,12200.0,,,-6.87e-05,-0.02
764,,,-6.86e-05,12200.0,,,-6.86e-05,-0.04
765,,,-6.85e-05,12400.0,,,-6.85e-05,-0.04
766,,,-6.840000000000001e-05,12200.0,,,-6.840000000000001e-05,-0.04
767,,,-6.83e-05,12400.0,,,-6.83e-05,-0.04
768,,,-6.82e-05,12000.0,,,-6.82e-05,-0.04
769,,,-6.81e-05,12200.0,,,-6.81e-05,-0.04
770,,,-6.8e-05,12000.0,,,-6.8e-05,-0.02
771,,,-6.790000000000001e-05,11800.0,,,-6.790000000000001e-05,-0.04
772,,,-6.780000000000001e-05,12000.0,,,-6.780000000000001e-05,-0.04
773,,,-6.77e-05,12000.0,,,-6.77e-05,-0.04
774,,,-6.76e-05,12000.0,,,-6.76e-05,-0.02
775,,,-6.75e-05,11800.0,,,-6.75e-05,-0.02
776,,,-6.74e-05,11800.0,,,-6.74e-05,-0.02
777,,,-6.730000000000001e-05,12000.0,,,-6.730000000000001e-05,-0.02
778,,,-6.720000000000001e-05,12200.0,,,-6.720000000000001e-05,-0.02
779,,,-6.71e-05,12000.0,,,-6.71e-05,-0.02
780,,,-6.7e-05,11800.0,,,-6.7e-05,-0.04
781,,,-6.69e-05,11800.0,,,-6.69e-05,-0.06
782,,,-6.680000000000001e-05,11800.0,,,-6.680000000000001e-05,-0.06
783,,,-6.670000000000001e-05,11800.0,,,-6.670000000000001e-05,-0.02
784,,,-6.66e-05,11800.0,,,-6.66e-05,-0.02
785,,,-6.65e-05,11800.0,,,-6.65e-05,-0.04
786,,,-6.64e-05,11600.0,,,-6.64e-05,-0.04
787,,,-6.63e-05,11600.0,,,-6.63e-05,-0.06
788,,,-6.620000000000001e-05,11400.0,,,-6.620000000000001e-05,-0.06
789,,,-6.610000000000001e-05,11600.0,,,-6.610000000000001e-05,-0.02
790,,,-6.6e-05,11600.0,,,-6.6e-05,-0.04
791,,,-6.59e-05,11400.0,,,-6.59e-05,-0.04
792,,,-6.58e-05,11200.0,,,-6.58e-05,-0.06
793,,,-6.57e-05,11200.0,,,-6.57e-05,-0.04
794,,,-6.560000000000001e-05,11400.0,,,-6.560000000000001e-05,-0.06
795,,,-6.55e-05,11200.0,,,-6.55e-05,-0.04
796,,,-6.54e-05,11000.0,,,-6.54e-05,-0.04
797,,,-6.53e-05,11200.0,,,-6.53e-05,-0.04
798,,,-6.52e-05,11200.0,,,-6.52e-05,-0.06
799,,,-6.510000000000001e-05,11400.0,,,-6.510000000000001e-05,-0.06
800,,,-6.500000000000001e-05,11200.0,,,-6.500000000000001e-05,-0.08
801,,,-6.49e-05,11000.0,,,-6.49e-05,-0.06
802,,,-6.48e-05,11000.0,,,-6.48e-05,-0.08
803,,,-6.47e-05,11000.0,,,-6.47e-05,-0.04
804,,,-6.46e-05,11000.0,,,-6.46e-05,-0.06
805,,,-6.450000000000001e-05,10800.0,,,-6.450000000000001e-05,-0.04
806,,,-6.440000000000001e-05,11000.0,,,-6.440000000000001e-05,-0.06
807,,,-6.43e-05,11000.0,,,-6.43e-05,-0.06
808,,,-6.42e-05,10800.0,,,-6.42e-05,-0.04
809,,,-6.41e-05,11000.0,,,-6.41e-05,-0.08
810,,,-6.400000000000001e-05,10600.0,,,-6.400000000000001e-05,-0.06
811,,,-6.390000000000001e-05,10800.0,,,-6.390000000000001e-05,-0.06
812,,,-6.38e-05,10800.0,,,-6.38e-05,-0.08
813,,,-6.37e-05,10400.0,,,-6.37e-05,-0.04
814,,,-6.36e-05,10600.0,,,-6.36e-05,-0.06
815,,,-6.35e-05,10600.0,,,-6.35e-05,-0.04
816,,,-6.340000000000001e-05,10600.0,,,-6.340000000000001e-05,-0.06
817,,,-6.330000000000001e-05,10800.0,,,-6.330000000000001e-05,-0.08
818,,,-6.32e-05,10600.0,,,-6.32e-05,-0.06
819,,,-6.31e-05,10200.0,,,-6.31e-05,-0.06
820,,,-6.3e-05,10600.0,,,-6.3e-05,-0.08
821,,,-6.290000000000001e-05,10600.0,,,-6.290000000000001e-05,-0.06
822,,,-6.280000000000001e-05,10200.0,,,-6.280000000000001e-05,-0.06
823,,,-6.27e-05,10400.0,,,-6.27e-05,-0.08
824,,,-6.26e-05,10400.0,,,-6.26e-05,-0.1
825,,,-6.25e-05,10200.0,,,-6.25e-05,-0.08
826,,,-6.24e-05,10400.0,,,-6.24e-05,-0.06
827,,,-6.230000000000001e-05,10200.0,,,-6.230000000000001e-05,-0.08
828,,,-6.220000000000001e-05,10000.0,,,-6.220000000000001e-05,-0.06
829,,,-6.21e-05,10000.0,,,-6.21e-05,-0.08
830,,,-6.2e-05,10200.0,,,-6.2e-05,-0.06
831,,,-6.19e-05,10200.0,,,-6.19e-05,-0.04
832,,,-6.180000000000001e-05,10200.0,,,-6.180000000000001e-05,-0.06
833,,,-6.170000000000001e-05,10000.0,,,-6.170000000000001e-05,-0.04
834,,,-6.16e-05,9800.0,,,-6.16e-05,-0.08
835,,,-6.15e-05,10000.0,,,-6.15e-05,-0.1
836,,,-6.14e-05,9600.0,,,-6.14e-05,-0.1
837,,,-6.13e-05,9800.0,,,-6.13e-05,-0.1
838,,,-6.120000000000001e-05,9800.0,,,-6.120000000000001e-05,-0.08
839,,,-6.110000000000001e-05,9800.0,,,-6.110000000000001e-05,-0.08
840,,,-6.1000000000000005e-05,9800.0,,,-6.1000000000000005e-05,-0.08
841,,,-6.09e-05,9800.0,,,-6.09e-05,-0.08
842,,,-6.08e-05,9800.0,,,-6.08e-05,-0.1
843,,,-6.07e-05,9600.0,,,-6.07e-05,-0.06
844,,,-6.060000000000001e-05,9800.0,,,-6.060000000000001e-05,-0.08
845,,,-6.050000000000001e-05,9600.0,,,-6.050000000000001e-05,-0.08
846,,,-6.04e-05,9600.0,,,-6.04e-05,-0.08
847,,,-6.03e-05,9600.0,,,-6.03e-05,-0.08
848,,,-6.02e-05,9400.0,,,-6.02e-05,-0.08
849,,,-6.010000000000001e-05,9400.0,,,-6.010000000000001e-05,-0.06
850,,,-6.000000000000001e-05,9400.0,,,-6.000000000000001e-05,-0.08
851,,,-5.9900000000000006e-05,9400.0,,,-5.9900000000000006e-05,-0.06
852,,,-5.98e-05,9200.0,,,-5.98e-05,-0.08
853,,,-5.97e-05,9000.0,,,-5.97e-05,-0.12
854,,,-5.96e-05,9000.0,,,-5.96e-05,-0.08
855,,,-5.950000000000001e-05,9200.0,,,-5.950000000000001e-05,-0.12
856,,,-5.940000000000001e-05,9200.0,,,-5.940000000000001e-05,-0.1
857,,,-5.9300000000000005e-05,9200.0,,,-5.9300000000000005e-05,-0.08
858,,,-5.92e-05,9200.0,,,-5.92e-05,-0.1
859,,,-5.91e-05,9200.0,,,-5.91e-05,-0.08
860,,,-5.900000000000001e-05,9000.0,,,-5.900000000000001e-05,-0.1
861,,,-5.890000000000001e-05,9200.0,,,-5.890000000000001e-05,-0.08
862,,,-5.8800000000000006e-05,9000.0,,,-5.8800000000000006e-05,-0.08
863,,,-5.87e-05,8800.0,,,-5.87e-05,-0.12
864,,,-5.86e-05,9000.0,,,-5.86e-05,-0.1
865,,,-5.85e-05,8800.0,,,-5.85e-05,-0.12
866,,,-5.840000000000001e-05,8800.0,,,-5.840000000000001e-05,-0.1
867,,,-5.830000000000001e-05,8800.0,,,-5.830000000000001e-05,-0.1
868,,,-5.8200000000000005e-05,8800.0,,,-5.8200000000000005e-05,-0.08
869,,,-5.81e-05,8600.0,,,-5.81e-05,-0.1
870,,,-5.8e-05,8600.0,,,-5.8e-05,-0.08
871,,,-5.790000000000001e-05,8800.0,,,-5.790000000000001e-05,-0.08
872,,,-5.780000000000001e-05,8600.0,,,-5.780000000000001e-05,-0.1
873,,,-5.7700000000000007e-05,8600.0,,,-5.7700000000000007e-05,-0.08
874,,,-5.76e-05,8600.0,,,-5.76e-05,-0.08
875,,,-5.75e-05,8600.0,,,-5.75e-05,-0.1
876,,,-5.74e-05,8600.0,,,-5.74e-05,-0.1
